"NTEE","BroadCategory","MajorGroup","two.digit","type.org","two.digit.s","tens","ones","hosp","univ"
"A01",1,"A","01","speciality","01",0,"1",FALSE,FALSE
"A0161",1,"A","01","speciality","01",0,"1",FALSE,FALSE
"A02",1,"A","02","speciality","02",0,"2",FALSE,FALSE
"A0226",1,"A","02","speciality","02",0,"2",FALSE,FALSE
"A0254",1,"A","02","speciality","02",0,"2",FALSE,FALSE
"A0261",1,"A","02","speciality","02",0,"2",FALSE,FALSE
"A0282",1,"A","02","speciality","02",0,"2",FALSE,FALSE
"A0290",1,"A","02","speciality","02",0,"2",FALSE,FALSE
"A03",1,"A","03","speciality","03",0,"3",FALSE,FALSE
"A0320",1,"A","03","speciality","03",0,"3",FALSE,FALSE
"A0325",1,"A","03","speciality","03",0,"3",FALSE,FALSE
"A0330",1,"A","03","speciality","03",0,"3",FALSE,FALSE
"A0333",1,"A","03","speciality","03",0,"3",FALSE,FALSE
"A0340",1,"A","03","speciality","03",0,"3",FALSE,FALSE
"A0350",1,"A","03","speciality","03",0,"3",FALSE,FALSE
"A0360",1,"A","03","speciality","03",0,"3",FALSE,FALSE
"A0361",1,"A","03","speciality","03",0,"3",FALSE,FALSE
"A0365",1,"A","03","speciality","03",0,"3",FALSE,FALSE
"A0368",1,"A","03","speciality","03",0,"3",FALSE,FALSE
"A0369",1,"A","03","speciality","03",0,"3",FALSE,FALSE
"A0370",1,"A","03","speciality","03",0,"3",FALSE,FALSE
"A0380",1,"A","03","speciality","03",0,"3",FALSE,FALSE
"A05",1,"A","05","speciality","05",0,"5",FALSE,FALSE
"A0534",1,"A","05","speciality","05",0,"5",FALSE,FALSE
"A0561",1,"A","05","speciality","05",0,"5",FALSE,FALSE
"A11",1,"A","11","speciality","11",0,"1",FALSE,FALSE
"A1120",1,"A","11","speciality","11",0,"1",FALSE,FALSE
"A1132",1,"A","11","speciality","11",0,"1",FALSE,FALSE
"A1140",1,"A","11","speciality","11",0,"1",FALSE,FALSE
"A1150",1,"A","11","speciality","11",0,"1",FALSE,FALSE
"A1151",1,"A","11","speciality","11",0,"1",FALSE,FALSE
"A1152",1,"A","11","speciality","11",0,"1",FALSE,FALSE
"A1154",1,"A","11","speciality","11",0,"1",FALSE,FALSE
"A1160",1,"A","11","speciality","11",0,"1",FALSE,FALSE
"A1161",1,"A","11","speciality","11",0,"1",FALSE,FALSE
"A1162",1,"A","11","speciality","11",0,"1",FALSE,FALSE
"A1165",1,"A","11","speciality","11",0,"1",FALSE,FALSE
"A1169",1,"A","11","speciality","11",0,"1",FALSE,FALSE
"A1170",1,"A","11","speciality","11",0,"1",FALSE,FALSE
"A1180",1,"A","11","speciality","11",0,"1",FALSE,FALSE
"A12",1,"A","12","speciality","12",0,"2",FALSE,FALSE
"A1226",1,"A","12","speciality","12",0,"2",FALSE,FALSE
"A1230",1,"A","12","speciality","12",0,"2",FALSE,FALSE
"A1232",1,"A","12","speciality","12",0,"2",FALSE,FALSE
"A1260",1,"A","12","speciality","12",0,"2",FALSE,FALSE
"A1261",1,"A","12","speciality","12",0,"2",FALSE,FALSE
"A1265",1,"A","12","speciality","12",0,"2",FALSE,FALSE
"A19",1,"A","19","speciality","19",0,"9",FALSE,FALSE
"A1920",1,"A","19","speciality","19",0,"9",FALSE,FALSE
"A1961",1,"A","19","speciality","19",0,"9",FALSE,FALSE
"A1969",1,"A","19","speciality","19",0,"9",FALSE,FALSE
"A20",1,"A","20","regular","20",2,"0",FALSE,FALSE
"A23",1,"A","23","regular","23",2,"3",FALSE,FALSE
"A24",1,"A","24","regular","24",2,"4",FALSE,FALSE
"A25",1,"A","25","regular","25",2,"5",FALSE,FALSE
"A26",1,"A","26","regular","26",2,"6",FALSE,FALSE
"A27",1,"A","27","regular","27",2,"7",FALSE,FALSE
"A30",1,"A","30","regular","30",3,"0",FALSE,FALSE
"A31",1,"A","31","regular","31",3,"1",FALSE,FALSE
"A32",1,"A","32","regular","32",3,"2",FALSE,FALSE
"A33",1,"A","33","regular","33",3,"3",FALSE,FALSE
"A34",1,"A","34","regular","34",3,"4",FALSE,FALSE
"A40",1,"A","40","regular","40",4,"0",FALSE,FALSE
"A50",1,"A","50","regular","50",5,"0",FALSE,FALSE
"A51",1,"A","51","regular","51",5,"1",FALSE,FALSE
"A52",1,"A","52","regular","52",5,"2",FALSE,FALSE
"A53",1,"A","53","regular","53",5,"3",FALSE,FALSE
"A54",1,"A","54","regular","54",5,"4",FALSE,FALSE
"A56",1,"A","56","regular","56",5,"6",FALSE,FALSE
"A57",1,"A","57","regular","57",5,"7",FALSE,FALSE
"A60",1,"A","60","regular","60",6,"0",FALSE,FALSE
"A61",1,"A","61","regular","61",6,"1",FALSE,FALSE
"A62",1,"A","62","regular","62",6,"2",FALSE,FALSE
"A63",1,"A","63","regular","63",6,"3",FALSE,FALSE
"A65",1,"A","65","regular","65",6,"5",FALSE,FALSE
"A68",1,"A","68","regular","68",6,"8",FALSE,FALSE
"A69",1,"A","69","regular","69",6,"9",FALSE,FALSE
"A6A",1,"A","6A","regular","6A",6,"A",FALSE,FALSE
"A6B",1,"A","6B","regular","6B",6,"B",FALSE,FALSE
"A6C",1,"A","6C","regular","6C",6,"C",FALSE,FALSE
"A6E",1,"A","6E","regular","6E",6,"E",FALSE,FALSE
"A70",1,"A","70","regular","70",7,"0",FALSE,FALSE
"A80",1,"A","80","regular","80",8,"0",FALSE,FALSE
"A82",1,"A","82","regular","82",8,"2",FALSE,FALSE
"A84",1,"A","84","regular","84",8,"4",FALSE,FALSE
"A90",1,"A","90","regular","90",9,"0",FALSE,FALSE
"A99",1,"A","99","regular","99",9,"9",FALSE,FALSE
"B01",2,"B","01","speciality","01",0,"1",FALSE,FALSE
"B0120",2,"B","01","speciality","01",0,"1",FALSE,FALSE
"B0121",2,"B","01","speciality","01",0,"1",FALSE,FALSE
"B0129",2,"B","01","speciality","01",0,"1",FALSE,FALSE
"B0130",2,"B","01","speciality","01",0,"1",FALSE,FALSE
"B0140",2,"B","01","speciality","01",0,"1",FALSE,FALSE
"B0143",2,"B","01","speciality","01",0,"1",FALSE,FALSE
"B0182",2,"B","01","speciality","01",0,"1",FALSE,FALSE
"B02",2,"B","02","speciality","02",0,"2",FALSE,FALSE
"B0220",2,"B","02","speciality","02",0,"2",FALSE,FALSE
"B0240",2,"B","02","speciality","02",0,"2",FALSE,FALSE
"B0241",2,"B","02","speciality","02",0,"2",FALSE,FALSE
"B0250",2,"B","02","speciality","02",0,"2",FALSE,FALSE
"B0270",2,"B","02","speciality","02",0,"2",FALSE,FALSE
"B0280",2,"B","02","speciality","02",0,"2",FALSE,FALSE
"B0282",2,"B","02","speciality","02",0,"2",FALSE,FALSE
"B03",2,"B","03","speciality","03",0,"3",FALSE,FALSE
"B0320",2,"B","03","speciality","03",0,"3",FALSE,FALSE
"B0325",2,"B","03","speciality","03",0,"3",FALSE,FALSE
"B0330",2,"B","03","speciality","03",0,"3",FALSE,FALSE
"B0340",2,"B","03","speciality","03",0,"3",FALSE,FALSE
"B0342",2,"B","03","speciality","03",0,"3",FALSE,FALSE
"B0343",2,"B","03","speciality","03",0,"3",FALSE,FALSE
"B0350",2,"B","03","speciality","03",0,"3",FALSE,FALSE
"B0370",2,"B","03","speciality","03",0,"3",FALSE,FALSE
"B0380",2,"B","03","speciality","03",0,"3",FALSE,FALSE
"B0382",2,"B","03","speciality","03",0,"3",FALSE,FALSE
"B0390",2,"B","03","speciality","03",0,"3",FALSE,FALSE
"B0394",2,"B","03","speciality","03",0,"3",FALSE,FALSE
"B05",2,"B","05","speciality","05",0,"5",FALSE,FALSE
"B0530",2,"B","05","speciality","05",0,"5",FALSE,FALSE
"B0540",2,"B","05","speciality","05",0,"5",FALSE,FALSE
"B0582",2,"B","05","speciality","05",0,"5",FALSE,FALSE
"B11",2,"B","11","speciality","11",0,"1",FALSE,FALSE
"B1120",2,"B","11","speciality","11",0,"1",FALSE,FALSE
"B1125",2,"B","11","speciality","11",0,"1",FALSE,FALSE
"B1129",2,"B","11","speciality","11",0,"1",FALSE,FALSE
"B1130",2,"B","11","speciality","11",0,"1",FALSE,FALSE
"B1140",2,"B","11","speciality","11",0,"1",FALSE,FALSE
"B1141",2,"B","11","speciality","11",0,"1",FALSE,FALSE
"B1142",2,"B","11","speciality","11",0,"1",FALSE,FALSE
"B1143",2,"B","11","speciality","11",0,"1",FALSE,FALSE
"B1150",2,"B","11","speciality","11",0,"1",FALSE,FALSE
"B1170",2,"B","11","speciality","11",0,"1",FALSE,FALSE
"B1180",2,"B","11","speciality","11",0,"1",FALSE,FALSE
"B1183",2,"B","11","speciality","11",0,"1",FALSE,FALSE
"B1184",2,"B","11","speciality","11",0,"1",FALSE,FALSE
"B1190",2,"B","11","speciality","11",0,"1",FALSE,FALSE
"B1194",2,"B","11","speciality","11",0,"1",FALSE,FALSE
"B12",2,"B","12","speciality","12",0,"2",FALSE,FALSE
"B1220",2,"B","12","speciality","12",0,"2",FALSE,FALSE
"B1240",2,"B","12","speciality","12",0,"2",FALSE,FALSE
"B1243",2,"B","12","speciality","12",0,"2",FALSE,FALSE
"B1250",2,"B","12","speciality","12",0,"2",FALSE,FALSE
"B1280",2,"B","12","speciality","12",0,"2",FALSE,FALSE
"B1282",2,"B","12","speciality","12",0,"2",FALSE,FALSE
"B1290",2,"B","12","speciality","12",0,"2",FALSE,FALSE
"B19",2,"B","19","speciality","19",0,"9",FALSE,FALSE
"B1920",2,"B","19","speciality","19",0,"9",FALSE,FALSE
"B1921",2,"B","19","speciality","19",0,"9",FALSE,FALSE
"B1925",2,"B","19","speciality","19",0,"9",FALSE,FALSE
"B1930",2,"B","19","speciality","19",0,"9",FALSE,FALSE
"B1940",2,"B","19","speciality","19",0,"9",FALSE,FALSE
"B1943",2,"B","19","speciality","19",0,"9",FALSE,FALSE
"B1950",2,"B","19","speciality","19",0,"9",FALSE,FALSE
"B1960",2,"B","19","speciality","19",0,"9",FALSE,FALSE
"B1982",2,"B","19","speciality","19",0,"9",FALSE,FALSE
"B20",2,"B","20","regular","20",2,"0",FALSE,FALSE
"B21",2,"B","21","regular","21",2,"1",FALSE,FALSE
"B24",2,"B","24","regular","24",2,"4",FALSE,FALSE
"B25",2,"B","25","regular","25",2,"5",FALSE,FALSE
"B28",2,"B","28","regular","28",2,"8",FALSE,FALSE
"B29",2,"B","29","regular","29",2,"9",FALSE,FALSE
"B30",2,"B","30","regular","30",3,"0",FALSE,FALSE
"B40",11,"B","40","regular","40",4,"0",FALSE,TRUE
"B41",11,"B","41","regular","41",4,"1",FALSE,TRUE
"B42",11,"B","42","regular","42",4,"2",FALSE,TRUE
"B43",11,"B","43","regular","43",4,"3",FALSE,TRUE
"B50",11,"B","50","regular","50",5,"0",FALSE,TRUE
"B60",2,"B","60","regular","60",6,"0",FALSE,FALSE
"B70",2,"B","70","regular","70",7,"0",FALSE,FALSE
"B80",2,"B","80","regular","80",8,"0",FALSE,FALSE
"B8040",2,"B","80","regular","80",8,"0",FALSE,FALSE
"B8043",2,"B","80","regular","80",8,"0",FALSE,FALSE
"B82",2,"B","82","regular","82",8,"2",FALSE,FALSE
"B83",2,"B","83","regular","83",8,"3",FALSE,FALSE
"B84",2,"B","84","regular","84",8,"4",FALSE,FALSE
"B8443",2,"B","84","regular","84",8,"4",FALSE,FALSE
"B8450",2,"B","84","regular","84",8,"4",FALSE,FALSE
"B90",2,"B","90","regular","90",9,"0",FALSE,FALSE
"B92",2,"B","92","regular","92",9,"2",FALSE,FALSE
"B94",2,"B","94","regular","94",9,"4",FALSE,FALSE
"B99",2,"B","99","regular","99",9,"9",FALSE,FALSE
"C01",3,"C","01","speciality","01",0,"1",FALSE,FALSE
"C0120",3,"C","01","speciality","01",0,"1",FALSE,FALSE
"C0130",3,"C","01","speciality","01",0,"1",FALSE,FALSE
"C0132",3,"C","01","speciality","01",0,"1",FALSE,FALSE
"C0135",3,"C","01","speciality","01",0,"1",FALSE,FALSE
"C0150",3,"C","01","speciality","01",0,"1",FALSE,FALSE
"C0160",3,"C","01","speciality","01",0,"1",FALSE,FALSE
"C02",3,"C","02","speciality","02",0,"2",FALSE,FALSE
"C0220",3,"C","02","speciality","02",0,"2",FALSE,FALSE
"C0230",3,"C","02","speciality","02",0,"2",FALSE,FALSE
"C0232",3,"C","02","speciality","02",0,"2",FALSE,FALSE
"C0260",3,"C","02","speciality","02",0,"2",FALSE,FALSE
"C03",3,"C","03","speciality","03",0,"3",FALSE,FALSE
"C0320",3,"C","03","speciality","03",0,"3",FALSE,FALSE
"C0330",3,"C","03","speciality","03",0,"3",FALSE,FALSE
"C0332",3,"C","03","speciality","03",0,"3",FALSE,FALSE
"C0336",3,"C","03","speciality","03",0,"3",FALSE,FALSE
"C0340",3,"C","03","speciality","03",0,"3",FALSE,FALSE
"C0360",3,"C","03","speciality","03",0,"3",FALSE,FALSE
"C05",3,"C","05","speciality","05",0,"5",FALSE,FALSE
"C0520",3,"C","05","speciality","05",0,"5",FALSE,FALSE
"C0530",3,"C","05","speciality","05",0,"5",FALSE,FALSE
"C0535",3,"C","05","speciality","05",0,"5",FALSE,FALSE
"C11",3,"C","11","speciality","11",0,"1",FALSE,FALSE
"C1120",3,"C","11","speciality","11",0,"1",FALSE,FALSE
"C1130",3,"C","11","speciality","11",0,"1",FALSE,FALSE
"C1132",3,"C","11","speciality","11",0,"1",FALSE,FALSE
"C1140",3,"C","11","speciality","11",0,"1",FALSE,FALSE
"C1142",3,"C","11","speciality","11",0,"1",FALSE,FALSE
"C1150",3,"C","11","speciality","11",0,"1",FALSE,FALSE
"C12",3,"C","12","speciality","12",0,"2",FALSE,FALSE
"C1230",3,"C","12","speciality","12",0,"2",FALSE,FALSE
"C1235",3,"C","12","speciality","12",0,"2",FALSE,FALSE
"C1236",3,"C","12","speciality","12",0,"2",FALSE,FALSE
"C19",3,"C","19","speciality","19",0,"9",FALSE,FALSE
"C20",3,"C","20","regular","20",2,"0",FALSE,FALSE
"C27",3,"C","27","regular","27",2,"7",FALSE,FALSE
"C30",3,"C","30","regular","30",3,"0",FALSE,FALSE
"C32",3,"C","32","regular","32",3,"2",FALSE,FALSE
"C34",3,"C","34","regular","34",3,"4",FALSE,FALSE
"C35",3,"C","35","regular","35",3,"5",FALSE,FALSE
"C36",3,"C","36","regular","36",3,"6",FALSE,FALSE
"C40",3,"C","40","regular","40",4,"0",FALSE,FALSE
"C41",3,"C","41","regular","41",4,"1",FALSE,FALSE
"C42",3,"C","42","regular","42",4,"2",FALSE,FALSE
"C50",3,"C","50","regular","50",5,"0",FALSE,FALSE
"C60",3,"C","60","regular","60",6,"0",FALSE,FALSE
"C99",3,"C","99","regular","99",9,"9",FALSE,FALSE
"D01",3,"D","01","speciality","01",0,"1",FALSE,FALSE
"D0120",3,"D","01","speciality","01",0,"1",FALSE,FALSE
"D0130",3,"D","01","speciality","01",0,"1",FALSE,FALSE
"D02",3,"D","02","speciality","02",0,"2",FALSE,FALSE
"D0230",3,"D","02","speciality","02",0,"2",FALSE,FALSE
"D0250",3,"D","02","speciality","02",0,"2",FALSE,FALSE
"D03",3,"D","03","speciality","03",0,"3",FALSE,FALSE
"D0330",3,"D","03","speciality","03",0,"3",FALSE,FALSE
"D0340",3,"D","03","speciality","03",0,"3",FALSE,FALSE
"D05",3,"D","05","speciality","05",0,"5",FALSE,FALSE
"D0530",3,"D","05","speciality","05",0,"5",FALSE,FALSE
"D11",3,"D","11","speciality","11",0,"1",FALSE,FALSE
"D1120",3,"D","11","speciality","11",0,"1",FALSE,FALSE
"D1130",3,"D","11","speciality","11",0,"1",FALSE,FALSE
"D1131",3,"D","11","speciality","11",0,"1",FALSE,FALSE
"D1150",3,"D","11","speciality","11",0,"1",FALSE,FALSE
"D12",3,"D","12","speciality","12",0,"2",FALSE,FALSE
"D1230",3,"D","12","speciality","12",0,"2",FALSE,FALSE
"D1240",3,"D","12","speciality","12",0,"2",FALSE,FALSE
"D19",3,"D","19","speciality","19",0,"9",FALSE,FALSE
"D20",3,"D","20","regular","20",2,"0",FALSE,FALSE
"D30",3,"D","30","regular","30",3,"0",FALSE,FALSE
"D31",3,"D","31","regular","31",3,"1",FALSE,FALSE
"D32",3,"D","32","regular","32",3,"2",FALSE,FALSE
"D33",3,"D","33","regular","33",3,"3",FALSE,FALSE
"D34",3,"D","34","regular","34",3,"4",FALSE,FALSE
"D40",3,"D","40","regular","40",4,"0",FALSE,FALSE
"D50",3,"D","50","regular","50",5,"0",FALSE,FALSE
"D60",3,"D","60","regular","60",6,"0",FALSE,FALSE
"D61",3,"D","61","regular","61",6,"1",FALSE,FALSE
"D99",3,"D","99","regular","99",9,"9",FALSE,FALSE
"E01",4,"E","01","speciality","01",0,"1",FALSE,FALSE
"E0121",4,"E","01","speciality","01",0,"1",FALSE,FALSE
"E0122",4,"E","01","speciality","01",0,"1",FALSE,FALSE
"E0131",4,"E","01","speciality","01",0,"1",FALSE,FALSE
"E0132",4,"E","01","speciality","01",0,"1",FALSE,FALSE
"E0170",4,"E","01","speciality","01",0,"1",FALSE,FALSE
"E02",4,"E","02","speciality","02",0,"2",FALSE,FALSE
"E0220",4,"E","02","speciality","02",0,"2",FALSE,FALSE
"E0221",4,"E","02","speciality","02",0,"2",FALSE,FALSE
"E0222",4,"E","02","speciality","02",0,"2",FALSE,FALSE
"E0262",4,"E","02","speciality","02",0,"2",FALSE,FALSE
"E0290",4,"E","02","speciality","02",0,"2",FALSE,FALSE
"E0292",4,"E","02","speciality","02",0,"2",FALSE,FALSE
"E03",4,"E","03","speciality","03",0,"3",FALSE,FALSE
"E0321",4,"E","03","speciality","03",0,"3",FALSE,FALSE
"E0322",4,"E","03","speciality","03",0,"3",FALSE,FALSE
"E0365",4,"E","03","speciality","03",0,"3",FALSE,FALSE
"E0380",4,"E","03","speciality","03",0,"3",FALSE,FALSE
"E0390",4,"E","03","speciality","03",0,"3",FALSE,FALSE
"E0392",4,"E","03","speciality","03",0,"3",FALSE,FALSE
"E05",4,"E","05","speciality","05",0,"5",FALSE,FALSE
"E0520",4,"E","05","speciality","05",0,"5",FALSE,FALSE
"E0522",4,"E","05","speciality","05",0,"5",FALSE,FALSE
"E0531",4,"E","05","speciality","05",0,"5",FALSE,FALSE
"E0532",4,"E","05","speciality","05",0,"5",FALSE,FALSE
"E0570",4,"E","05","speciality","05",0,"5",FALSE,FALSE
"E11",4,"E","11","speciality","11",0,"1",FALSE,FALSE
"E1120",4,"E","11","speciality","11",0,"1",FALSE,FALSE
"E1121",4,"E","11","speciality","11",0,"1",FALSE,FALSE
"E1122",4,"E","11","speciality","11",0,"1",FALSE,FALSE
"E1131",4,"E","11","speciality","11",0,"1",FALSE,FALSE
"E1132",4,"E","11","speciality","11",0,"1",FALSE,FALSE
"E1150",4,"E","11","speciality","11",0,"1",FALSE,FALSE
"E1170",4,"E","11","speciality","11",0,"1",FALSE,FALSE
"E1180",4,"E","11","speciality","11",0,"1",FALSE,FALSE
"E1186",4,"E","11","speciality","11",0,"1",FALSE,FALSE
"E1190",4,"E","11","speciality","11",0,"1",FALSE,FALSE
"E1191",4,"E","11","speciality","11",0,"1",FALSE,FALSE
"E12",4,"E","12","speciality","12",0,"2",FALSE,FALSE
"E1220",4,"E","12","speciality","12",0,"2",FALSE,FALSE
"E1222",4,"E","12","speciality","12",0,"2",FALSE,FALSE
"E1232",4,"E","12","speciality","12",0,"2",FALSE,FALSE
"E1270",4,"E","12","speciality","12",0,"2",FALSE,FALSE
"E1286",4,"E","12","speciality","12",0,"2",FALSE,FALSE
"E1290",4,"E","12","speciality","12",0,"2",FALSE,FALSE
"E1291",4,"E","12","speciality","12",0,"2",FALSE,FALSE
"E19",4,"E","19","speciality","19",0,"9",FALSE,FALSE
"E1920",4,"E","19","speciality","19",0,"9",FALSE,FALSE
"E1921",4,"E","19","speciality","19",0,"9",FALSE,FALSE
"E1922",4,"E","19","speciality","19",0,"9",FALSE,FALSE
"E1931",4,"E","19","speciality","19",0,"9",FALSE,FALSE
"E1970",4,"E","19","speciality","19",0,"9",FALSE,FALSE
"E20",12,"E","20","regular","20",2,"0",TRUE,FALSE
"E21",12,"E","21","regular","21",2,"1",TRUE,FALSE
"E22",12,"E","22","regular","22",2,"2",TRUE,FALSE
"E24",12,"E","24","regular","24",2,"4",TRUE,FALSE
"E30",4,"E","30","regular","30",3,"0",FALSE,FALSE
"E31",4,"E","31","regular","31",3,"1",FALSE,FALSE
"E32",4,"E","32","regular","32",3,"2",FALSE,FALSE
"E40",4,"E","40","regular","40",4,"0",FALSE,FALSE
"E42",4,"E","42","regular","42",4,"2",FALSE,FALSE
"E50",4,"E","50","regular","50",5,"0",FALSE,FALSE
"E60",4,"E","60","regular","60",6,"0",FALSE,FALSE
"E61",4,"E","61","regular","61",6,"1",FALSE,FALSE
"E62",4,"E","62","regular","62",6,"2",FALSE,FALSE
"E65",4,"E","65","regular","65",6,"5",FALSE,FALSE
"E6A",4,"E","6A","regular","6A",6,"A",FALSE,FALSE
"E70",4,"E","70","regular","70",7,"0",FALSE,FALSE
"E80",4,"E","80","regular","80",8,"0",FALSE,FALSE
"E86",4,"E","86","regular","86",8,"6",FALSE,FALSE
"E90",4,"E","90","regular","90",9,"0",FALSE,FALSE
"E91",4,"E","91","regular","91",9,"1",FALSE,FALSE
"E92",4,"E","92","regular","92",9,"2",FALSE,FALSE
"E99",4,"E","99","regular","99",9,"9",FALSE,FALSE
"F01",4,"F","01","speciality","01",0,"1",FALSE,FALSE
"F0120",4,"F","01","speciality","01",0,"1",FALSE,FALSE
"F0121",4,"F","01","speciality","01",0,"1",FALSE,FALSE
"F0132",4,"F","01","speciality","01",0,"1",FALSE,FALSE
"F0133",4,"F","01","speciality","01",0,"1",FALSE,FALSE
"F0142",4,"F","01","speciality","01",0,"1",FALSE,FALSE
"F0153",4,"F","01","speciality","01",0,"1",FALSE,FALSE
"F0180",4,"F","01","speciality","01",0,"1",FALSE,FALSE
"F02",4,"F","02","speciality","02",0,"2",FALSE,FALSE
"F0220",4,"F","02","speciality","02",0,"2",FALSE,FALSE
"F03",4,"F","03","speciality","03",0,"3",FALSE,FALSE
"F0320",4,"F","03","speciality","03",0,"3",FALSE,FALSE
"F0330",4,"F","03","speciality","03",0,"3",FALSE,FALSE
"F0332",4,"F","03","speciality","03",0,"3",FALSE,FALSE
"F0333",4,"F","03","speciality","03",0,"3",FALSE,FALSE
"F0380",4,"F","03","speciality","03",0,"3",FALSE,FALSE
"F05",4,"F","05","speciality","05",0,"5",FALSE,FALSE
"F0520",4,"F","05","speciality","05",0,"5",FALSE,FALSE
"F0521",4,"F","05","speciality","05",0,"5",FALSE,FALSE
"F0522",4,"F","05","speciality","05",0,"5",FALSE,FALSE
"F0532",4,"F","05","speciality","05",0,"5",FALSE,FALSE
"F11",4,"F","11","speciality","11",0,"1",FALSE,FALSE
"F1130",4,"F","11","speciality","11",0,"1",FALSE,FALSE
"F12",4,"F","12","speciality","12",0,"2",FALSE,FALSE
"F19",4,"F","19","speciality","19",0,"9",FALSE,FALSE
"F1920",4,"F","19","speciality","19",0,"9",FALSE,FALSE
"F1960",4,"F","19","speciality","19",0,"9",FALSE,FALSE
"F20",4,"F","20","regular","20",2,"0",FALSE,FALSE
"F21",4,"F","21","regular","21",2,"1",FALSE,FALSE
"F22",4,"F","22","regular","22",2,"2",FALSE,FALSE
"F30",4,"F","30","regular","30",3,"0",FALSE,FALSE
"F31",4,"F","31","regular","31",3,"1",FALSE,FALSE
"F32",4,"F","32","regular","32",3,"2",FALSE,FALSE
"F33",4,"F","33","regular","33",3,"3",FALSE,FALSE
"F40",4,"F","40","regular","40",4,"0",FALSE,FALSE
"F42",4,"F","42","regular","42",4,"2",FALSE,FALSE
"F50",4,"F","50","regular","50",5,"0",FALSE,FALSE
"F52",4,"F","52","regular","52",5,"2",FALSE,FALSE
"F53",4,"F","53","regular","53",5,"3",FALSE,FALSE
"F54",4,"F","54","regular","54",5,"4",FALSE,FALSE
"F60",4,"F","60","regular","60",6,"0",FALSE,FALSE
"F70",4,"F","70","regular","70",7,"0",FALSE,FALSE
"F80",4,"F","80","regular","80",8,"0",FALSE,FALSE
"F99",4,"F","99","regular","99",9,"9",FALSE,FALSE
"G01",4,"G","01","speciality","01",0,"1",FALSE,FALSE
"G0150",4,"G","01","speciality","01",0,"1",FALSE,FALSE
"G0184",4,"G","01","speciality","01",0,"1",FALSE,FALSE
"G02",4,"G","02","speciality","02",0,"2",FALSE,FALSE
"G03",4,"G","03","speciality","03",0,"3",FALSE,FALSE
"G0340",4,"G","03","speciality","03",0,"3",FALSE,FALSE
"G0341",4,"G","03","speciality","03",0,"3",FALSE,FALSE
"G0390",4,"G","03","speciality","03",0,"3",FALSE,FALSE
"G05",4,"G","05","speciality","05",0,"5",FALSE,FALSE
"G11",4,"G","11","speciality","11",0,"1",FALSE,FALSE
"G1190",4,"G","11","speciality","11",0,"1",FALSE,FALSE
"G12",4,"G","12","speciality","12",0,"2",FALSE,FALSE
"G1248",4,"G","12","speciality","12",0,"2",FALSE,FALSE
"G1281",4,"G","12","speciality","12",0,"2",FALSE,FALSE
"G19",4,"G","19","speciality","19",0,"9",FALSE,FALSE
"G1920",4,"G","19","speciality","19",0,"9",FALSE,FALSE
"G1948",4,"G","19","speciality","19",0,"9",FALSE,FALSE
"G1981",4,"G","19","speciality","19",0,"9",FALSE,FALSE
"G1990",4,"G","19","speciality","19",0,"9",FALSE,FALSE
"G20",4,"G","20","regular","20",2,"0",FALSE,FALSE
"G25",4,"G","25","regular","25",2,"5",FALSE,FALSE
"G30",4,"G","30","regular","30",3,"0",FALSE,FALSE
"G32",4,"G","32","regular","32",3,"2",FALSE,FALSE
"G40",4,"G","40","regular","40",4,"0",FALSE,FALSE
"G41",4,"G","41","regular","41",4,"1",FALSE,FALSE
"G42",4,"G","42","regular","42",4,"2",FALSE,FALSE
"G43",4,"G","43","regular","43",4,"3",FALSE,FALSE
"G44",4,"G","44","regular","44",4,"4",FALSE,FALSE
"G45",4,"G","45","regular","45",4,"5",FALSE,FALSE
"G48",4,"G","48","regular","48",4,"8",FALSE,FALSE
"G50",4,"G","50","regular","50",5,"0",FALSE,FALSE
"G51",4,"G","51","regular","51",5,"1",FALSE,FALSE
"G54",4,"G","54","regular","54",5,"4",FALSE,FALSE
"G60",4,"G","60","regular","60",6,"0",FALSE,FALSE
"G61",4,"G","61","regular","61",6,"1",FALSE,FALSE
"G70",4,"G","70","regular","70",7,"0",FALSE,FALSE
"G80",4,"G","80","regular","80",8,"0",FALSE,FALSE
"G81",4,"G","81","regular","81",8,"1",FALSE,FALSE
"G83",4,"G","83","regular","83",8,"3",FALSE,FALSE
"G84",4,"G","84","regular","84",8,"4",FALSE,FALSE
"G90",4,"G","90","regular","90",9,"0",FALSE,FALSE
"G92",4,"G","92","regular","92",9,"2",FALSE,FALSE
"G94",4,"G","94","regular","94",9,"4",FALSE,FALSE
"G96",4,"G","96","regular","96",9,"6",FALSE,FALSE
"G98",4,"G","98","regular","98",9,"8",FALSE,FALSE
"G99",4,"G","99","regular","99",9,"9",FALSE,FALSE
"G9B",4,"G","9B","regular","9B",9,"B",FALSE,FALSE
"H01",4,"H","01","speciality","01",0,"1",FALSE,FALSE
"H0154",4,"H","01","speciality","01",0,"1",FALSE,FALSE
"H02",4,"H","02","speciality","02",0,"2",FALSE,FALSE
"H03",4,"H","03","speciality","03",0,"3",FALSE,FALSE
"H05",4,"H","05","speciality","05",0,"5",FALSE,FALSE
"H11",4,"H","11","speciality","11",0,"1",FALSE,FALSE
"H1190",4,"H","11","speciality","11",0,"1",FALSE,FALSE
"H1198",4,"H","11","speciality","11",0,"1",FALSE,FALSE
"H12",4,"H","12","speciality","12",0,"2",FALSE,FALSE
